user_id,date,app_name,category,screen_time_min,launches,interactions,is_productive,youtube_views,youtube_likes,youtube_comments,screen_time_hours,user_id,age,gender,technology_usage_hours,social_media_usage_hours,gaming_hours,mental_health_status,stress_level,sleep_hours,physical_activity_hours,support_systems_access,work_environment_impact,online_support_usage,heavy_user,total_usage,stress_level_num,digital_wellbeing_index,work_environment_num
1015,2024-01-09 15:32:57.059019673,Twitter,Social,63.15,0,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-07399,51,Male,5.97,4.16,4.99,Poor,Low,5.43,2.61,No,Neutral,No,0,248533.38484276726,1,0.6349999999999998,0
1021,2024-02-03 01:03:22.867622541,Weather,Utilities,120.06,3,2,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.0,USER-07339,48,Other,1.12,6.56,4.44,Good,Low,6.62,1.45,No,Negative,Yes,1,248593.2248427673,1,0.03000000000000025,-1
1033,2024-02-14 19:36:52.337445815,Instagram,Social,76.82,3,7,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.3,USER-06177,55,Female,1.84,5.98,3.14,Good,High,4.36,4.52,Yes,Negative,No,0,248571.93484276728,3,-0.405,-1
1069,2024-02-28 13:30:30.610203401,Slack,Productivity,120.59,1,3,True,232223.4150943396,12724.830188679245,2427.7295597484276,2.0,USER-04223,22,Female,9.81,4.95,2.31,Good,High,8.31,4.99,Yes,Negative,No,1,248624.93484276728,3,0.8400000000000001,-1
1036,2024-03-10 11:40:33.211070357,Microsoft Teams,Productivity,58.55,3,3,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-02295,22,Male,8.31,0.93,1.51,Fair,Low,4.66,4.93,No,Negative,No,0,248519.86484276727,1,1.865,-1
1065,2024-01-05 13:14:11.083694564,Camera,Utilities,93.37,3,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.6,USER-02384,35,Other,2.88,2.89,0.38,Fair,Low,8.28,9.81,Yes,Negative,No,0,248602.18484276728,1,2.6949999999999994,-1
1093,2024-03-26 07:05:25.308436146,Twitch,Entertainment,127.93,2,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.1,USER-03647,19,Male,7.85,4.69,3.71,Good,Medium,5.55,4.55,Yes,Neutral,No,1,248651.35484276726,2,0.28666666666666646,0
1018,2024-03-02 03:24:32.890963655,Slack,Productivity,73.02,5,2,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-07937,59,Female,9.07,4.05,1.86,Excellent,Low,6.16,8.9,No,Negative,Yes,0,248564.23484276727,1,1.0550000000000002,-1
1091,2024-02-13 15:12:47.055685228,Instagram,Social,77.75,4,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.3,USER-07997,19,Other,4.55,1.6,0.77,Good,High,6.82,5.39,Yes,Negative,No,0,248591.15484276728,3,1.3050000000000002,-1
1049,2024-03-08 21:48:26.168722908,YouTube,Entertainment,204.18,1,5,False,461944.0,40705.0,8086.0,3.4,USER-09128,28,Female,2.02,0.67,4.96,Fair,High,5.83,4.86,No,Positive,No,1,512044.92,3,1.29,1
1010,2024-02-09 21:38:21.167055685,Twitter,Social,70.58,2,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-05486,29,Other,6.22,1.81,3.1,Excellent,Low,4.59,1.38,No,Neutral,Yes,0,248511.85484276726,1,1.39,0
1031,2024-01-19 23:52:47.855951984,Slack,Productivity,58.99,1,4,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-07586,49,Other,1.74,6.1,4.81,Good,Medium,4.06,2.55,No,Negative,Yes,0,248540.22484276726,2,-0.68,-1
1085,2024-02-23 08:15:02.700900300,Twitch,Entertainment,71.17,2,10,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-02782,31,Male,9.46,7.86,3.69,Poor,High,5.85,2.87,No,Positive,No,0,248606.0748427673,3,-0.5025000000000002,1
1027,2024-03-19 03:57:11.943981327,Facebook,Social,78.08,1,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.3,USER-06177,55,Female,1.84,5.98,3.14,Good,High,4.36,4.52,Yes,Negative,No,0,248563.19484276726,3,-0.405,-1
1046,2024-02-05 17:52:11.843947983,Instagram,Social,152.18,1,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.5,USER-02951,62,Male,10.05,4.69,3.58,Fair,Low,6.76,0.37,No,Neutral,No,1,248671.10484276726,1,1.0349999999999997,0
1040,2024-03-06 07:54:23.887962654,Slack,Productivity,87.33,1,5,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.5,USER-09710,49,Other,2.93,0.48,4.54,Poor,High,8.31,6.98,Yes,Neutral,No,0,248583.04484276727,3,1.9575,0
1095,2024-03-28 20:59:27.589196399,Slack,Productivity,58.38,1,4,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-03956,47,Male,2.41,4.09,4.39,Poor,Medium,6.21,0.33,Yes,Positive,No,0,248599.7848427673,2,0.7066666666666667,1
1002,2024-01-29 12:32:53.457819273,YouTube,Entertainment,61.73,0,5,False,483144.0,13677.0,7462.0,1.0,USER-02295,22,Male,8.31,0.93,1.51,Fair,Low,4.66,4.93,No,Negative,No,0,505395.07,1,1.865,-1
1087,2024-01-31 03:08:42.174058019,Microsoft Teams,Productivity,69.48,5,5,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-06791,28,Male,1.83,3.37,1.42,Poor,Medium,5.87,7.54,No,Positive,Yes,0,248591.68484276728,2,0.8333333333333334,1
1052,2024-01-17 09:15:03.901300433,Twitch,Entertainment,72.76,3,7,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-05486,29,Other,6.22,1.81,3.1,Excellent,Low,4.59,1.38,No,Neutral,Yes,0,248558.0348427673,1,1.39,0
1055,2024-02-18 20:28:14.964988329,Snapchat,Social,97.22,2,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.6,USER-08234,26,Other,10.79,4.65,0.78,Fair,Medium,6.9,6.89,Yes,Negative,Yes,0,248593.80484276728,2,0.75,-1
1033,2024-03-18 06:06:21.727242414,Slack,Productivity,64.93,5,3,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-06980,49,Male,7.08,3.21,3.52,Good,Low,8.87,3.33,No,Negative,No,0,248558.01484276727,1,2.8299999999999996,-1
1005,2024-01-08 12:36:15.125041680,Google Docs,Productivity,70.22,4,3,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-02782,31,Male,9.46,7.86,3.69,Poor,High,5.85,2.87,No,Positive,No,0,248520.12484276728,3,-0.5025000000000002,1
1073,2024-03-13 10:18:55.578526176,Twitter,Social,85.92,0,7,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.4,USER-04819,31,Female,6.95,1.0,3.28,Fair,Low,6.85,4.66,Yes,Neutral,No,0,248597.0348427673,1,2.925,0
1002,2024-03-03 07:48:38.172724242,Spotify,Entertainment,59.64,3,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-03956,47,Male,2.41,4.09,4.39,Poor,Medium,6.21,0.33,Yes,Positive,No,0,248509.0448427673,2,0.7066666666666667,1
1070,2024-03-16 10:24:41.293764588,Twitter,Social,65.92,1,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-07399,51,Male,5.97,4.16,4.99,Poor,Low,5.43,2.61,No,Neutral,No,0,248592.15484276728,1,0.6349999999999998,0
1074,2024-02-10 09:17:27.949316439,YouTube,Entertainment,75.48,0,6,False,450218.0,11161.0,2165.0,1.3,USER-06177,55,Female,1.84,5.98,3.14,Good,High,4.36,4.52,Yes,Negative,No,0,464775.62,3,-0.405,-1
1007,2024-01-25 13:52:35.851950650,Spotify,Entertainment,140.73,1,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.3,USER-03486,45,Other,10.15,3.13,1.71,Good,High,7.83,8.87,Yes,Positive,No,1,248607.6948427673,3,1.175,1
1009,2024-02-27 22:56:37.132377459,Snapchat,Social,68.26,3,10,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-07399,51,Male,5.97,4.16,4.99,Poor,Low,5.43,2.61,No,Neutral,No,0,248541.49484276728,1,0.6349999999999998,0
1083,2024-01-19 06:24:07.682560853,Microsoft Teams,Productivity,66.59,1,2,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-01227,43,Female,4.87,2.63,1.73,Excellent,Medium,7.01,5.35,No,Positive,No,0,248594.2548427673,2,1.46,1
1093,2024-02-15 18:11:24.228076025,YouTube,Entertainment,59.81,1,4,False,299061.0,6480.0,3536.0,1.0,USER-03956,47,Male,2.41,4.09,4.39,Poor,Medium,6.21,0.33,Yes,Positive,No,0,310300.24,2,0.7066666666666667,1
1044,2024-03-13 00:50:53.817939313,Weather,Utilities,65.35,1,2,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-06980,49,Male,7.08,3.21,3.52,Good,Low,8.87,3.33,No,Negative,No,0,248564.43484276728,1,2.8299999999999996,-1
1099,2024-03-25 07:47:11.743914638,Spotify,Entertainment,76.86,1,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.3,USER-03143,22,Other,1.55,2.07,4.21,Poor,High,7.06,6.25,Yes,Negative,No,0,248601.27484276728,3,1.2475,-1
1071,2024-03-17 01:42:16.445481827,Snapchat,Social,109.16,3,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.8,USER-04457,23,Female,7.46,0.31,1.19,Fair,High,8.29,1.89,No,Positive,Yes,0,248607.0748427673,3,1.9949999999999999,1
1100,2024-01-08 06:03:00.060020006,WhatsApp,Social,88.65,2,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.5,USER-08418,48,Female,2.88,5.71,2.52,Fair,Medium,8.36,2.74,No,Negative,No,0,248644.33484276728,2,0.8833333333333332,-1
1014,2024-03-26 21:39:18.786262088,Google Maps,Utilities,89.55,1,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.5,USER-04771,38,Male,3.42,7.58,2.96,Fair,Medium,7.15,7.05,Yes,Neutral,Yes,0,248553.18484276728,2,-0.14333333333333323,0
1021,2024-02-03 01:03:22.867622541,Weather,Utilities,120.06,3,2,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.0,USER-07701,50,Female,7.6,1.71,4.1,Fair,Low,7.09,3.61,Yes,Negative,No,1,248599.14484276727,1,2.69,-1
1098,2024-03-10 15:19:01.580526842,Evernote,Productivity,93.16,1,5,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.6,USER-06088,52,Other,4.21,2.36,1.65,Good,Medium,4.07,2.99,Yes,Negative,Yes,0,248642.0148427673,2,0.5700000000000002,-1
1034,2024-03-27 18:46:27.329109703,Google Docs,Productivity,106.11,0,5,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.8,USER-04457,23,Female,7.46,0.31,1.19,Fair,High,8.29,1.89,No,Positive,Yes,0,248565.02484276728,3,1.9949999999999999,1
1099,2024-01-08 10:25:10.103367789,Gmail,Utilities,86.93,2,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.4,USER-00185,65,Other,7.58,7.92,1.62,Fair,Low,5.2,7.24,No,Neutral,No,0,248664.86484276727,1,-1.3599999999999999,0
1094,2024-03-01 04:06:19.326442148,Twitch,Entertainment,71.49,2,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-02782,31,Male,9.46,7.86,3.69,Poor,High,5.85,2.87,No,Positive,No,0,248611.39484276727,3,-0.5025000000000002,1
1065,2024-01-05 13:14:11.083694564,Camera,Utilities,93.37,3,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.6,USER-08234,26,Other,10.79,4.65,0.78,Fair,Medium,6.9,6.89,Yes,Negative,Yes,0,248598.95484276727,2,0.75,-1
1091,2024-01-21 21:45:33.311103701,Snapchat,Social,91.22,1,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.5,USER-09213,45,Female,8.33,4.66,1.79,Fair,Low,4.6,2.02,No,Neutral,Yes,0,248633.09484276728,1,-0.03000000000000025,0
1082,2024-02-21 07:27:30.550183394,Twitter,Social,58.14,2,1,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-02295,22,Male,8.31,0.93,1.51,Fair,Low,4.66,4.93,No,Negative,No,0,248562.4548427673,1,1.865,-1
1023,2024-03-12 07:22:13.644548183,Spotify,Entertainment,73.22,1,8,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-07937,59,Female,9.07,4.05,1.86,Excellent,Low,6.16,8.9,No,Negative,Yes,0,248571.43484276728,1,1.0550000000000002,-1
1080,2024-01-20 05:42:21.247082360,Notion,Productivity,212.87,1,6,True,232223.4150943396,12724.830188679245,2427.7295597484276,3.5,USER-02212,26,Male,3.42,0.92,4.73,Fair,Low,8.76,5.98,Yes,Positive,Yes,1,248730.15484276728,1,3.92,1
1097,2024-02-06 06:15:00.300100033,WhatsApp,Social,65.7,2,10,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-08362,39,Female,8.21,3.61,2.14,Good,Medium,7.9,6.11,No,Neutral,Yes,0,248618.74484276728,2,1.4300000000000004,0
1099,2024-02-21 13:17:03.941313771,Gmail,Utilities,60.27,2,7,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-02295,22,Male,8.31,0.93,1.51,Fair,Low,4.66,4.93,No,Negative,No,0,248587.58484276728,1,1.865,-1
1059,2024-03-31 07:15:01.500500167,Twitch,Entertainment,166.04,3,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.8,USER-07441,26,Male,10.65,7.76,0.35,Fair,High,6.56,6.27,Yes,Neutral,No,1,248670.40484276728,3,-0.30000000000000004,0
1002,2024-03-29 07:54:52.697565856,Snapchat,Social,80.98,7,9,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.3,USER-06177,55,Female,1.84,5.98,3.14,Good,High,4.36,4.52,Yes,Negative,No,0,248551.09484276728,3,-0.405,-1
1033,2024-01-31 18:26:17.325775258,YouTube,Entertainment,107.74,1,6,False,327459.0,7805.0,6076.0,1.8,USER-07588,19,Other,8.45,4.7,4.0,Excellent,High,5.49,5.51,No,Negative,Yes,0,342536.69,3,0.1975,-1
1023,2024-03-12 07:22:13.644548183,Spotify,Entertainment,73.22,1,8,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-00411,50,Male,1.11,6.67,3.68,Good,Low,4.61,8.16,No,Positive,Yes,0,248556.62484276728,1,-1.0299999999999998,1
1062,2024-03-08 21:04:44.494831611,Twitter,Social,67.76,0,7,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-06980,49,Male,7.08,3.21,3.52,Good,Low,8.87,3.33,No,Negative,No,0,248588.84484276728,1,2.8299999999999996,-1
1076,2024-01-03 22:38:22.367455818,Gmail,Utilities,59.13,0,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-03956,47,Male,2.41,4.09,4.39,Poor,Medium,6.21,0.33,Yes,Positive,No,0,248579.5348427673,2,0.7066666666666667,1
1006,2024-01-30 07:28:56.978992998,Twitch,Entertainment,71.35,3,8,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-02782,31,Male,9.46,7.86,3.69,Poor,High,5.85,2.87,No,Positive,No,0,248526.2548427673,3,-0.5025000000000002,1
1040,2024-01-13 20:46:29.729909970,Snapchat,Social,142.66,3,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.4,USER-04026,36,Male,6.24,6.76,2.71,Poor,Medium,5.28,1.93,No,Neutral,Yes,1,248627.95484276727,2,-0.4933333333333332,0
1006,2024-01-30 07:28:56.978992998,Twitch,Entertainment,71.35,3,8,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-07365,29,Other,2.08,4.68,4.14,Poor,Medium,4.36,2.23,Yes,Neutral,No,0,248512.0148427673,2,-0.10666666666666647,0
1034,2024-01-20 07:53:26.268756252,Spotify,Entertainment,71.58,1,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-02782,31,Male,9.46,7.86,3.69,Poor,High,5.85,2.87,No,Positive,No,0,248547.48484276727,3,-0.5025000000000002,1
1046,2024-02-05 17:52:11.843947983,Instagram,Social,152.18,1,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.5,USER-01820,37,Other,3.97,3.19,4.85,Fair,Low,8.98,5.34,Yes,Positive,Yes,1,248646.98484276727,1,2.8950000000000005,1
1055,2024-02-11 12:14:09.883294431,Netflix,Entertainment,60.09,2,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-07586,49,Other,1.74,6.1,4.81,Good,Medium,4.06,2.55,No,Negative,Yes,0,248566.32484276727,2,-0.68,-1
1093,2024-03-13 03:45:40.513504502,Google Maps,Utilities,82.74,0,1,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.4,USER-04755,62,Other,1.2,1.67,1.57,Excellent,High,7.29,9.64,Yes,Positive,No,0,248637.48484276727,3,1.405,1
1079,2024-02-09 03:25:59.319773258,Spotify,Entertainment,90.01,1,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.5,USER-00700,63,Other,6.64,4.76,4.38,Excellent,Medium,8.75,0.12,Yes,Negative,No,0,248640.1348427673,2,1.33,-1
1082,2024-02-21 07:27:30.550183394,Twitter,Social,58.14,2,1,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-03956,47,Male,2.41,4.09,4.39,Poor,Medium,6.21,0.33,Yes,Positive,No,0,248584.5448427673,2,0.7066666666666667,1
1083,2024-03-05 07:52:28.649549850,Microsoft Teams,Productivity,98.53,1,1,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.6,USER-08234,26,Other,10.79,4.65,0.78,Fair,Medium,6.9,6.89,Yes,Negative,Yes,0,248617.11484276727,2,0.75,-1
1096,2024-03-19 08:19:21.987329110,Facebook,Social,65.48,1,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-07399,51,Male,5.97,4.16,4.99,Poor,Low,5.43,2.61,No,Neutral,No,0,248616.71484276728,1,0.6349999999999998,0
1055,2024-02-26 23:38:23.567855952,Notion,Productivity,67.95,4,6,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-04204,55,Other,3.28,2.9,0.42,Good,High,6.41,1.33,No,Positive,No,0,248579.3648427673,3,0.8775000000000001,1
1048,2024-03-31 02:52:51.457152384,Instagram,Social,71.74,3,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-00077,47,Female,11.46,4.81,4.68,Fair,Medium,6.43,7.89,No,Neutral,Yes,0,248588.18484276728,2,0.54,0
1062,2024-01-17 12:09:50.596865622,Chrome,Utilities,98.87,2,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.6,USER-06088,52,Other,4.21,2.36,1.65,Good,Medium,4.07,2.99,Yes,Negative,Yes,0,248613.7248427673,2,0.5700000000000002,-1
1029,2024-03-29 00:37:55.958652885,Notion,Productivity,103.96,4,5,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.7,USER-09778,32,Female,3.43,5.88,4.84,Fair,Low,6.42,9.1,No,Neutral,Yes,0,248581.30484276728,1,0.27,0
